no,media_type,title,place_name,place_type,description,opening_hours,break_time,closed_days,address,latitude,longitude,phone,last_updated,michelin_tier
99,show,맛있는녀석들,동명항게찜본점,restaurant,"속초 대게, 게찜",,,,강원특별자치도 속초시 장사항해안길 9 스타대게횟집 장사항 본점,,,,2026-02-01,
100,show,맛있는녀석들,다이닝조개,restaurant,"강릉 조개구이, 조개찜",,,,인천광역시 중구 월미로260번길 14 3층 루프탑,37.4740998,126.5975762,,2026-02-01,
101,show,맛있는녀석들,광주빛고을식당,restaurant,"양양 물곰탕, 생선구이",,,,강원특별자치도 양양군 강현면 낙산사로 47 1층 광주빛고을식당,38.1216953,128.6303746,,2026-02-01,
102,show,맛있는녀석들,속초대게나라홍게마을,restaurant,"속초 대게, 홍게",,,,강원특별자치도 속초시 해오름로 204,38.1905032,128.600368,,2026-02-01,
103,show,맛있는녀석들,찜대감,restaurant,"강릉 생선조림, 가오리찜",,,,강원특별자치도 강릉시 해안로 292 2호,37.7913863,128.9200184,,2026-02-01,
104,show,맛있는녀석들,고선생 화덕생선구이,restaurant,"강릉 생선구이, 솥밥",,,,강원특별자치도 강릉시 해안로 286 2층 고선생 화덕생선구이,37.7908476,128.9206051,,2026-02-01,
105,show,맛있는녀석들,마당예쁜집,restaurant,"철원 한식, 전골",,,,강원특별자치도 철원군 동송읍 이평로 123 마당예쁜집,38.2078542,127.2102452,,2026-02-01,
106,show,맛있는녀석들,카페속초에살다,restaurant,"속초 카페, 빵",,,,강원특별자치도 속초시 동해대로 4223,38.1960893,128.5774171,,2026-02-01,
107,show,맛있는녀석들,보림숯불갈비,restaurant,이천 돼지갈비,,,,경기도 이천시 중리천로72번길 23,37.277844,127.445342,,2026-01-31,
108,show,맛있는녀석들,맷돌우리콩감자탕,restaurant,"본점 감자탕, 콩비지감자탕",,,,경기도 파주시 숲속노을로 330,37.7287166,126.7073858,,2026-01-31,
109,show,맛있는녀석들,이라면,restaurant,"수원 라면, 라볶이",,,,서울특별시 마포구 백범로 74 1층102호,37.5486388,126.9398445,,2026-01-31,
110,show,맛있는녀석들,황주생고기,restaurant,"동두천 한우, 소고기",,,,경기도 동두천시 생연로 142,37.9050798,127.0519517,,2026-01-31,
111,show,맛있는녀석들,해장촌,restaurant,"화성 해장국, 선지",,,,서울특별시 강남구 선릉로86길 28 지상2층,37.5036221,127.0520712,,2026-01-31,
112,show,맛있는녀석들,빨간세상라면학교,restaurant,"의정부 라면, 매운라면",,,,경기도 의정부시 시민로 83 광장타워 1층,37.7389401,127.0445675,,2026-01-31,
113,show,맛있는녀석들,오뎅식당,restaurant,"의정부 부대찌개, 부대볶음",,,,서울특별시 중구 수표로 42-19 1층 콘부,37.5650851,126.9903413,,2026-01-31,
114,show,맛있는녀석들,주양돈까스나라,restaurant,하남미사 돈까스,,,,경기도 하남시 미사강변한강로334번길 20,37.5605854,127.1996333,,2026-01-31,
115,show,맛있는녀석들,어랑추,restaurant,"구리 집밥, 고등어조림",,,,경기도 구리시 동구릉로 145,37.611804,127.1374732,,2026-01-31,
116,show,맛있는녀석들,삼도갈비,restaurant,부천시 돼지갈비,,,,경기도 부천시 원미구 상이로85번길 32,37.4966717,126.7425175,,2026-01-31,
117,show,맛있는녀석들,참마루한식뷔페,restaurant,일산 한식뷔페,,,,경기도 고양시 덕양구 고양대로1395번길 4,37.6540737,126.8394249,,2026-01-31,
118,show,맛있는녀석들,싹쓰리 솥뚜껑 김치삼겹살,restaurant,"일산 삼겹살, 솥뚜껑삼겹살",,,,경기도 구리시 이문안로 53 한성아파트상가 103호,37.5924489,127.1372997,,2026-01-31,
119,show,맛있는녀석들,옹기골만찬,restaurant,"포천 쌈밥, 우렁",,,,경기도 포천시 일동면 수입로 12 옹기골만찬,37.969862,127.3279404,,2026-01-31,
120,show,맛있는녀석들,추억의연탄집,restaurant,"미금역 고추장삼겹살, 돼지갈비",,,,서울특별시 용산구 녹사평대로 228-1,37.5380549,126.9870139,,2026-01-31,
121,show,맛있는녀석들,출렁다리웰빙건강쌈밥,restaurant,"마장호수본점 쌈밥, 제육",,,,,,,,2026-01-31,
122,show,맛있는녀석들,대장군집,restaurant,"파주 돼지부속, 갈매기살",,,,경기도 파주시 조리읍 통일로 311,37.7434171,126.8095684,,2026-01-31,
123,show,맛있는녀석들,소풍,restaurant,"행주산성 보리굴비, 보리굴비정식",,,,서울특별시 중구 퇴계로6가길 30 피크닉 piknic,37.5570119,126.9780778,,2026-01-31,
124,show,맛있는녀석들,진흥관,restaurant,"김포 짜장면, 짬뽕",,,,경기도 양주시 장흥면 호국로 550,37.718312,126.9751126,,2026-01-31,
125,show,맛있는녀석들,궁중삼계탕,restaurant,"안산 삼계탕, 인삼주",,,,서울특별시 종로구 율곡로 168,37.5757684,126.9969858,,2026-01-31,
126,show,맛있는녀석들,바위꽃,restaurant,"용인시청 굴요리, 굴정식",,,,경기도 용인시 처인구 중부대로 1180 월매밥상,37.2379586,127.1762007,,2026-01-31,
127,show,맛있는녀석들,숯고개부대찌개,restaurant,"송탄 부대찌개, 라면",,,,경기도 평택시 쇼핑로 39-1,37.0812833,127.0539125,,2026-01-31,
128,show,맛있는녀석들,보배네집,restaurant,"여주 만두, 만두전골",,,,경기도 여주시 여양로 576-16,37.3296769,127.6490972,,2026-01-31,
129,show,맛있는녀석들,큰손참붕어찜,restaurant,"김포 붕어찜, 시래기",,,,경기도 김포시 양촌읍 김포대로1685번길 46 큰손참붕어찜,37.6646151,126.6497547,,2026-01-31,
130,show,맛있는녀석들,원조다래솥뚜껑,restaurant,"동두천 부대찌개, 베이컨구이",,,,경기도 동두천시 삼육사로 980 원조다래솥뚜껑,37.8989257,127.0586277,,2026-01-31,
131,show,맛있는녀석들,신동태,restaurant,화성 동태탕,,,,서울특별시 용산구 서빙고로 35,37.5248775,126.9685899,,2026-01-31,
132,show,맛있는녀석들,평양 초계탕막국수,restaurant,"양평 초계탕, 초계탕막국수",,,,서울특별시 은평구 대서문길 9,37.6576405,126.9470716,,2026-01-31,
133,show,맛있는녀석들,서운칼국수,restaurant,"시흥 칼국수, 멸치",,,,경기도 시흥시 시흥대로 248-8,37.3624802,126.8073397,,2026-01-31,
134,show,맛있는녀석들,시가올,restaurant,"남양주 국수, 비빔국수",,,,경기도 남양주시 고산로 196,,,,2026-01-31,
135,show,맛있는녀석들,별미진미,restaurant,일산 간장게장,,,,경기도 고양시 일산동구 강촌로26번길 7-13 1층,,,,2026-01-31,
136,show,맛있는녀석들,골목집,restaurant,"행궁동 김치찌개, 묵은지찜",,,,경상북도 안동시 번영길 10 신세계찜닭,36.5655373,128.7275893,,2026-01-31,
137,show,맛있는녀석들,행하령수제비,restaurant,"미금역 수제비, 얼큰수제비",,,,경기도 성남시 분당구 성남대로144번길 14 1층 행하령수제비,37.3485973,127.1105783,,2026-01-31,
138,show,맛있는녀석들,전라도팥바지락칼국수,restaurant,의왕 바지락칼국수,,,,경기도 의왕시 안양판교로 379,37.3926442,127.011839,,2026-01-31,
139,show,맛있는녀석들,양푼이돈사랑 묵은지 탕찜,restaurant,"모란 김치찌개, 묵은지",,,,,,,,2026-01-31,
140,show,맛있는녀석들,부자영 김밥,restaurant,군포 김밥,,,,경기도 군포시 군포로 581 1층 부자영김밥,37.3577479,126.9474968,,2026-01-31,
141,show,맛있는녀석들,우렁각시쌈밥총각,restaurant,"일산 쌈밥, 우렁쌈밥",,,,경기도 고양시 일산동구 호수로 340-38 비잔티움1단지,37.6388194,126.7890495,,2026-01-31,
142,show,맛있는녀석들,옛집,restaurant,"안양 쌈밥, 쌈밥정식",,,,서울특별시 용산구 한강대로88길 6-11,37.5440447,126.9728796,,2026-01-31,
143,show,맛있는녀석들,임금님쌀밥집,restaurant,"이천 한정식, 쌀밥",,,,경기도 이천시 신둔면 경충대로 3134,37.3063697,127.4035442,,2026-01-31,
144,show,맛있는녀석들,안일옥,restaurant,"본점 설렁탕, 국밥",,,,경기도 안성시 중앙로411번길 20 안일옥,37.0075184,127.2728219,,2026-01-31,
145,show,맛있는녀석들,청산별미,restaurant,"포천 버섯전골, 버섯샤브샤브",,,,경기도 포천시 신북면 청신로 1215,37.9549615,127.1506088,,2026-01-31,
146,show,맛있는녀석들,부산명가밀면,restaurant,"오산 밀면, 비빔밀면",,,,부산광역시 북구 금곡대로303번길 70 샤롯데플러스 2층,35.2360673,129.0099754,,2026-01-31,
147,show,맛있는녀석들,삼청골명가 더수제비,restaurant,"본점 수제비, 들깨수제비",,,,경기도 남양주시 조안면 북한강로 856-31,37.5918924,127.3377679,,2026-01-31,
148,show,맛있는녀석들,삼촌식당,restaurant,"안양 카레, 야끼카레",,,,경기도 안양시 만안구 안양로 343 에버그린1층,37.4020142,126.9181257,,2026-01-31,
149,show,맛있는녀석들,정통부대고기,restaurant,"의정부 부대찌개, 부대볶음",,,,경기도 의정부시 호국로 1102,37.7428964,127.0261971,,2026-01-31,
150,show,맛있는녀석들,에버그린,restaurant,"인덕원 돈까스, 경양식",,,,서울특별시 서대문구 모래내로 350,37.5810222,126.9353411,,2026-01-31,
151,show,맛있는녀석들,오두산 막국수,restaurant,"파주 막국수, 녹두전",,,,경기도 파주시 탄현면 성동로 17 통일프라자 1층,37.7790085,126.6867173,,2026-01-31,
152,show,맛있는녀석들,생아구한마리,restaurant,"동탄역 아구찜, 아구수육",,,,경기도 화성시 동탄역로 124 윤정프라자 112호,37.1975611,127.0965879,,2026-01-31,
153,show,맛있는녀석들,일출보리밥,restaurant,"의왕 보리밥, 감자전",,,,경기도 의왕시 손골길 13,37.3787644,126.9851628,,2026-01-31,
154,show,맛있는녀석들,스위트로빈,restaurant,"동두천 마카롱, 카페",,,,경기도 동두천시 중앙로353번길 46,37.9149547,127.0567617,,2026-01-31,
155,show,맛있는녀석들,청산어죽,restaurant,"파주 어죽, 도리뱅뱅이",,,,경기도 파주시 돌곶이길 99 청산어죽,37.7142711,126.6957033,,2026-01-31,
156,show,맛있는녀석들,삼각산머루집,restaurant,"가평 도토리묵, 한식",,,,경기도 가평군 설악면 한서로 100 설악타운 105호,37.673117,127.5028798,,2026-01-31,
157,show,맛있는녀석들,자성화 맛집 코다리네,restaurant,"군포본점 코다리, 코다리조림",,,,서울특별시 중구 을지로33길 37 2층,37.5672833,126.99852,,2026-01-31,
158,show,맛있는녀석들,라카사,restaurant,송탄 멕시코음식,,,,경기도 광명시 일직로12번길 22 라까사타워 7층,37.4212333,126.8819771,,2026-01-31,
