"0","show","성시경의 먹을텐데","옥경이네 건생선","restaurant","갑오징어 반건조 구이가 유명한 해물 요리 전문점","","","서울 중구 황학동 723-2","0.0","0.0","","2026-01-28"
"0","show","성시경의 먹을텐데","상봉역 한우암소구이","restaurant","한우암소구이 전문점, 성시경이 직원 회식용으로 아껴놨던 곳, 고기 질이 좋다고 극찬, 안창살 치마살 육사시미 생삼겹살, 된장찌개 선지해장국","","","서울 중랑구 상봉동 상봉역 인근 약 350m","0.0","0.0","02-493-3100","2026-01-28"
"0","show","성시경의 먹을텐데","문화옥","restaurant","족탕 양지설렁탕 갈비탕 도가니탕 전문점, 먹을텐데 첫 촬영지, 족탕 시키면 지라(소 비장) 서비스, 우족은 쫄깃한 식감에 콜라겐 풍부, 설렁탕도 명물, 깍두기 국물을 살짝 넣어 먹으면 추가 감칠맛, 성시경이 진짜 맛있어서 소개한다고 강조","","","서울 중구 창경궁로 62-5","0.0","0.0","","2026-01-28"
"0","show","성시경의 먹을텐데","먹거리집","restaurant","수육 내장 제육볶음 순대국 전문점, 전라도 출신 사장님이 운영하는 수육 순대국 맛집","","","서울 중랑구 상봉동 상봉역 인근","0.0","0.0","02-493-3100","2026-01-28"
"0","show","핸썸가이즈","포크랜드","restaurant","찌구(차돌찌개구이), 간장새우 전문점, 찌구 12,000~15,000원, 간장새우 15,000~35,000원","","","서울 종로구 창경궁로 258-10","0.0","0.0","","2026-01-28"
"0","show","핸썸가이즈","바싹불고기","restaurant","바싹불고기 전문점, 100년 전통, 1929년부터 3대째 운영, 톰 크루즈가 먹고간 바싹불고기 맛집","","","서울 마포구 공덕동","0.0","0.0","","2026-01-28"
"0","show","핸썸가이즈","마포진짜원조최대포 본점","restaurant","돼지갈비 전문점, 대한민국 최초 돼지갈비 식당, 돼지갈비 소금구이 1인 18,000원","","","서울 마포구 만리재로1길 1-2","0.0","0.0","0507-1333-9293","2026-01-28"
"0","show","핸썸가이즈","부암동 파스타 스테이크 맛집","restaurant","파스타 스테이크 전문점","","","서울 종로구 부암동","0.0","0.0","","2026-01-28"
"0","show","핸썸가이즈","서촌 남도 한정식","restaurant","남도 한정식 전문점","","","서울 종로구 서촌","0.0","0.0","","2026-01-28"
"0","show","핸썸가이즈","서촌 훠궈 맛집","restaurant","훠궈 전문점","","","서울 종로구 서촌","0.0","0.0","","2026-01-28"
"0","show","핸썸가이즈","서촌 치킨 가게","restaurant","치킨 전문점","","","서울 종로구 서촌","0.0","0.0","","2026-01-28"
"0","show","핸썸가이즈","선릉 참치 전문점","restaurant","참치 전문점","","","서울 강남구 선릉","0.0","0.0","","2026-01-28"
"0","show","핸썸가이즈","선릉 순대국 식당","restaurant","순대국 전문점","","","서울 강남구 선릉","0.0","0.0","","2026-01-28"
"0","show","핸썸가이즈","선릉 이동갈비","restaurant","이동갈비 전문점","","","서울 강남구 선릉","0.0","0.0","","2026-01-28"
"0","show","핸썸가이즈","선릉 샤부샤부","restaurant","샤부샤부 전문점","","","서울 강남구 선릉","0.0","0.0","","2026-01-28"
"0","show","틈만나면","중국","restaurant","중식당, 짜장면 짬뽕 전문점, 유재석이 웨이팅을 해서까지 방문한 맛집, 붉은 벽돌 외관 아날로그 감성 옛날 중국집 분위기, 행정안전부 착한가격업소 선정, 짜장면 6,000원, 짬뽕 8,000원, 짬뽕밥 9,000원, 탕수육 22,000원, 깐풍기 27,000원, 튀김만두 6,000원, 점심 3시간만 운영 오픈런 필수, 주차 불가","월~토 10:00~13:00","일요일","서울 종로구 자하문로33길 2 (청운동 59-1)","0.0","0.0","02-737-8055","2026-01-28"
"0","show","틈만나면","청담동 고기집","restaurant","고기집, 시즌3 촬영지","","","서울 강남구 청담동","0.0","0.0","","2026-01-28"
"0","show","틈만나면","왕십리 순대국밥","restaurant","순대국밥 전문점, 시즌3 촬영지","","","서울 성동구 왕십리","0.0","0.0","","2026-01-28"
"0","show","틈만나면","한남동 북엇국","restaurant","북엇국 홍게살비빔밥 전문점, 시즌3 촬영지","","","서울 용산구 한남동","0.0","0.0","","2026-01-28"
