no,media_type,title,place_name,place_type,description,opening_hours,break_time,closed_days,address,latitude,longitude,phone,last_updated,michelin_tier
41,show,2TV생생정보,산골농원,restaurant,2TV생생정보 1561회 솥뚜껑닭볶음탕 맛집,"월,수-금 10시 30분 - 18시, 주말 10시 - 18시",정보없음,화요일,경기도 가평군 설악면 어비산길99번길 75-7,37.596235,127.50975,031-584-7415,2022-11-18,
42,show,2TV생생정보,도원가든,restaurant,2TV생생정보 1602회 솥뚜껑닭볶음탕 맛집,금-수 12시 - 20시,정보없음,목요일,경기도 가평군 청평면 수리재길 141,37.7762457,127.4376733,,2022-11-18,
43,show,2TV생생정보,가나안국수,restaurant,"2TV생생정보 1568회 초계국수, 비빔국수 맛집",매일 09시 - 21시,정보없음,연중무휴,경기도 고양시 덕양구 행주로15번길 16,37.6008133,126.8278577,031-979-8203,2022-11-18,
44,show,2TV생생정보,한소반쭈꾸미 일산점,restaurant,2TV생생정보 1582회 쭈꾸미세트 맛집,매일 11시 - 21시,정보없음,연중무휴,경기도 고양시 일산동구 애니골길 55,37.6726711,126.7918003,031-906-3200,2022-11-18,
45,show,2TV생생정보,신라면옥 본점,restaurant,"2TV생생정보 1593회 소고기수육전골, 명태회냉면 맛집","화-수,금-일 11시 - 22시 ",15시 - 16시,"월요일, 목요일",경기도 고양시 일산동구 탄중로431번길 15,37.6864681,126.778502,031-976-3888,2022-11-18,
46,show,2TV생생정보,장세 무한리필 일산본점,restaurant,2TV생생정보 1600회 고기무한리필 맛집,매일 11시 30분 - 22시 30분,정보없음,연중무휴,경기도 고양시 일산서구 대산로226번길 8-6,37.6789746,126.7540511,0507-1334-7892,2022-11-18,
47,show,2TV생생정보,골목집소머리국밥,restaurant,2TV생생정보 1621회 소머리국밥 맛집,수-월 06시 - 21시,정보없음,화요일,경기도 광주시 곤지암읍 경충대로 621,37.3502987,127.3399225,031-762-6265,2022-11-18,
48,show,2TV생생정보,애마오리,restaurant,2TV생생정보 713회 오리백숙,매일 11시 - 21시,정보없음,연중무휴,경기도 광주시 남한산성면 엄미길 186,37.475496,127.220754,031-769-1572,2022-11-18,
49,show,2TV생생정보,해신생생해물탕,restaurant,2TV생생정보 1633회 산더미해물탕 맛집,매일 11시 - 21시 30분,15시 - 17시,연중무휴,경기도 광주시 초월읍 경충대로 1014,37.3698617,127.3039929,0507-1376-3359,2022-11-18,
50,show,2TV생생정보,신흥정육식당,restaurant,"2TV생생정보 1648회 갈비탕, 소고기국밥 맛집",수-월 11시 30분 - 22시,15시 - 17시,화요일,경기도 김포시 김포한강9로12번길 8-28 1층,37.6342473,126.7370613,031-982-5670,2022-11-18,
51,show,2TV생생정보,동동국수집,restaurant,2TV생생정보 98회 육개장칼국수/육전,매일 09시 - 21시,15시 30분 - 16시 30분,연중무휴,경기도 남양주시 와부읍 경강로 908,37.55712,127.236591,031-576-1588,2022-11-18,
52,show,2TV생생정보,역전집,restaurant,"2TV생생정보 1558회 감자전, 비빔국수 맛집",매일 09시 - 19시,정보없음,연중무휴,경기도 남양주시 조안면 다산로526번길 25-74,37.5232073,127.2965308,031-576-8243,2022-11-18,
53,show,2TV생생정보,운길산마루,restaurant,"2TV생생정보 1558회 숯불장어, 돼지갈비 맛집",매일 10시 - 21시,정보없음,연중무휴,경기도 남양주시 조안면 북한강로383번길 36,37.5574745,127.3088741,0507-1398-9978,2022-11-18,
54,show,2TV생생정보,가호전골,restaurant,2TV생생정보 1267회 통문어소뼈전골,"화-금 16시 - 23시, 주말 12시 - 23시",정보없음,월요일,경기도 동두천시 중앙로 134-12 예일복합타워2층,37.8930648,127.0532161,0507-1347-3778,2022-11-18,
55,show,2TV생생정보,장원물갈비,restaurant,2TV생생정보 1573회 산더미왕갈비전골 맛집,매일 10시 - 22시,정보없음,연중무휴,경기도 부천시 부천로53번길 9,37.4889215,126.7831657,0507-1329-5855,2022-11-18,
56,show,2TV생생정보,제주사랑 본점,restaurant,2TV생생정보 1628회 생갈치조림 맛집,매일 11시 - 22시,정보없음,연중무휴,경기도 부천시 신흥로 140,37.4963708,126.7785022,032-621-8778,2022-11-18,
57,show,2TV생생정보,시골집,restaurant,2TV생생정보 1590회 추어매운탕 맛집,매일 09시 - 21시,정보없음,연중무휴,경기도 부천시 연동로146번길 4,37.4745192,126.8244471,02-2686-7707,2022-11-18,
58,show,2TV생생정보,판교 장어사랑,restaurant,"2TV생생정보 1559회 한방장어구이, 전복장어탕 맛집",매일 11시 - 22시,정보없음,연중무휴,경기도 성남시 수정구 설개로 8,37.4215243,127.1056019,0507-1398-9086,2022-11-18,
59,show,2TV생생정보,유정집,restaurant,2TV생생정보 1580회 누룽지닭백숙 맛집,매일 11시 - 22시,정보없음,연중무휴,경기도 성남시 수정구 수정로 460-2,37.4616742,127.1559866,0507-1338-8791,2022-11-18,
60,show,2TV생생정보,짜마,restaurant,"2TV생생정보 1547회 항아리짬뽕, 돌판짜장 맛집",월-토 09시 50분 - 21시,정보없음,일요일,경기도 수원시 팔달구 권광로175번길 98 1층,37.2647358,127.0272038,0507-1479-5566,2022-11-18,
61,show,2TV생생정보,남문통닭 본점,restaurant,"2TV생생정보 1550회 갈비맛통닭, 고추장맛통닭 맛집",매일 12시 - 22시,정보없음,연중무휴,경기도 수원시 팔달구 정조로800번길 16,37.2795537,127.0174974,1522-8818,2022-11-18,
62,show,2TV생생정보,해물천지,restaurant,"2TV생생정보 1567회 통문어해물전골, 육해공보양탕 맛집",매일 11시 30분 - 22시 30분,정보없음,연중무휴,경기도 수원시 팔달구 행궁로22번길 17,37.2801708,127.0138556,0507-1349-0740,2022-11-18,
63,show,2TV생생정보,참소예,restaurant,2TV생생정보 1639회 주꾸미볶음한상차림 맛집,매일 11시 - 21시,정보없음,연중무휴,경기도 시흥시 동서로 706-27 참소예,37.3839333,126.8282288,0507-1368-5580,2022-11-18,
64,show,2TV생생정보,이가네생칼국수,restaurant,2TV생생정보 1660회 닭한마리칼국수 맛집,화-일 10시 - 21시,정보없음,월요일,경기도 시흥시 신천3길 9,37.4394471,126.7848883,031-313-0915,2022-11-18,
65,show,2TV생생정보,마라명장,restaurant,2TV생생정보 1657회 화끈마라짬뽕 맛집,매일 11시 - 22시,정보없음,연중무휴,경기도 안산시 단원구 고잔2길 65 205호,37.3176428,126.8385728,0507-1371-8686,2022-11-18,
66,show,2TV생생정보,별난곱창,restaurant,2TV생생정보 1570회 한우모둠구이한판 맛집,매일 00시 - 24시,정보없음,연중무휴,경기도 안산시 단원구 고잔2길 73 삼일빌딩,37.3175963,126.8395324,031-403-7967,2022-11-18,
67,show,2TV생생정보,먹골농장,restaurant,2TV생생정보 1604회 오리구이 맛집,매일 11시 - 22시,정보없음,"1, 3번째 화요일",경기도 양주시 광적면 현석로 597-125,37.8377682,126.9633783,0507-1408-7180,2022-11-18,
68,show,2TV생생정보,두물머리연핫도그,restaurant,2TV생생정보 1586회 연잎핫도그 맛집,매일 10시 - 18시,정보없음,연중무휴,경기도 양평군 양서면 두물머리길 103-8,37.5347263,127.3167477,0507-1374-6370,2022-11-18,
69,show,2TV생생정보,양수리한옥집,restaurant,2TV생생정보 1638회 아구찜 맛집,수-월 11시 - 20시 30분,15시 - 16시 30분,화요일,경기도 양평군 양서면 양수로138번길 41,37.5453159,127.32106,0507-1420-7377,2022-11-18,
70,show,2TV생생정보,장터집,restaurant,2TV생생정보 1581회 양평해장국 맛집,수-월 07시 - 21시,정보없음,화요일,경기도 양평군 양평읍 양평장터길 5,37.4899998,127.4932792,0507-1308-6282,2022-11-18,
71,show,2TV생생정보,솔잎칼국수,restaurant,"2TV생생정보 1586회 솔잎칼국수, 솔잎콩국수 맛집",화-일 11시 - 19시,정보없음,월요일,경기도 양평군 용문면 용문로 385,37.4862676,127.5956669,031-774-3851,2022-11-18,
72,show,2TV생생정보,청산녹수,restaurant,2TV생생정보 1599회 초계탕 맛집,매일 11시 - 20시,정보없음,연중무휴,경기도 연천군 청산면 초성리 산19-2,37.9874336,127.094361,031-835-3480,2022-11-18,
73,show,2TV생생정보,메밀래,restaurant,2TV생생정보 1603회 홍두깨막국수 맛집,화-일 11시 - 21시,정보없음,월요일,경기도 용인시 기흥구 용구대로2145번길 23,37.2815666,127.1044382,031-282-5005,2022-11-18,
74,show,2TV생생정보,즐삼프리미엄생고기,restaurant,2TV생생정보 1552회 고기무한리필 맛집,매일 17시 - 23시,정보없음,연중무휴,경기도 용인시 처인구 명지로16번길 9-11 YB테라스2층 205호,37.2338305,127.18807,0507-1335-6091,2022-11-18,
75,show,2TV생생정보,우리수산,restaurant,2TV생생정보 1572회 양푼물회 맛집,매일 11시 30분 - 22시 30분,"평일 15시 - 16시, 주말 15시 - 17시",연중무휴,경기도 용인시 처인구 중부대로 1131 맑은세상빌딩 1층,37.2404914,127.1720606,0507-1309-3718,2022-11-18,
76,show,2TV생생정보,명가 코다리찜,restaurant,2TV생생정보 1667회 문어시래기코다리찜 맛집,매일 11시 - 21시,15시 - 16시 30분,연중무휴,경기도 용인시 처인구 포곡읍 포곡로272번길 19-6,37.2773299,127.2324971,031-323-1151,2022-11-18,
77,show,2TV생생정보,만화간장게장,restaurant,"2TV생생정보 1665회 간장게장, 꽃게탕 맛집",매일 11시 - 21시,정보없음,연중무휴,경기도 의정부시 고산로 309,37.7337207,127.1050741,031-843-0627,2022-11-18,
78,show,2TV생생정보,조경제만두쟁이,restaurant,"2TV생생정보 1607회 냉칼국수, 삼색수제만두전골 맛집",화-일 11시 30분 - 21시,15시 30분 - 17시,월요일,"경기도 의정부시 부용로 105 플래티넘프라자2차 201호, 202호",37.751261,127.0693546,0507-1309-0235,2022-11-18,
79,show,2TV생생정보,성원통닭,restaurant,2TV생생정보 1639회 통닭 맛집,목-화 11시 - 22시 30분,정보없음,수요일,경기도 의정부시 태평로 89 성원통닭,37.7405061,127.0514046,0507-1357-8183,2022-11-18,
80,show,2TV생생정보,강민주의들밥 본점,restaurant,"2TV생생정보 1575회 보리굴비한상, 간장게장 맛집",매일 11시 - 20시,15시 30분 - 16시 30분,연중무휴,경기도 이천시 마장면 지산로22번길 17,37.2214185,127.3679451,0507-1315-6040,2022-11-18,
81,show,2TV생생정보,오동추야,restaurant,2TV생생정보 1562회 숯불돼지갈비 맛집,매일 11시 - 22시,정보없음,연중무휴,경기도 이천시 증신로 160,37.2902331,127.4521568,0507-1413-9312,2022-11-18,
82,show,2TV생생정보,약선마을,restaurant,2TV생생정보 1587회 바닷가재해신탕 맛집,매일 10시 - 22시,정보없음,연중무휴,경기도 파주시 광탄면 부흥로 133 1층,37.8056725,126.8838473,031-948-3256,2022-11-18,
83,show,2TV생생정보,파주코다리,restaurant,2TV생생정보 1596회 코다리조림 맛집,화-일 11시 - 21시,15시 - 17시,월요일,경기도 파주시 교하로 412-5,37.7068203,126.7322726,0507-1480-4884,2022-11-18,
84,show,2TV생생정보,한끼두끼,restaurant,2TV생생정보 1644회 낙곱새전골 맛집,화-일 11시 30분 - 21시,15시 - 18시,월요일,경기도 파주시 지목로 154,37.7275598,126.6980124,0507-1494-1334,2022-11-18,
85,show,2TV생생정보,용궁칼국수,restaurant,2TV생생정보 1441회 해물장단콩칼국수,매일 11시 - 21시 30분,정보없음,연중무휴,경기도 파주시 탄현면 새오리로 59-52,37.7901865,126.6838333,0507-1445-8805,2022-11-18,
86,show,2TV생생정보,숑스바베큐 파주본점,restaurant,2TV생생정보 1662회 등갈비바비큐 맛집,매일 11시 30분 - 22시,평일만 15시 - 17시,연중무휴,경기도 파주시 탄현면 새오리로 98,37.7929507,126.686172,031-943-0828,2022-11-18,
87,show,2TV생생정보,쉼골전통된장,restaurant,"2TV생생정보 1551회 연두부카프레제, 차돌된장전골, 간장수육 맛집","월,수-금 11시 - 16시, 주말 11시 - 20시",주말만 15시 - 16시,화요일,경기도 파주시 탄현면 헤이리마을길 59-134 1층,37.7917134,126.695229,0507-1424-1929,2022-11-18,
88,show,2TV생생정보,연잎풍천장어,restaurant,2TV생생정보 1566회 연잎삼색장어구이 맛집,매일 11시 30분 - 21시 30분 ,15시 30분 - 16시 30분,연중무휴,경기도 평택시 이화로 160-25,37.008555,127.1376119,0507-1443-0268,2022-11-18,
89,show,2TV생생정보,평화김밥,restaurant,2TV생생정보 1621회 꼬마김밥 맛집,매일 09시 - 20시,정보없음,"1, 3번째 화요일",경기도 평택시 통복로 60-1,36.9972007,127.0837228,031-655-4469,2022-11-18,
90,show,2TV생생정보,콩마루,restaurant,"2TV생생정보 1637회 두부보쌈, 두부전골 맛집",월-토 11시 - 21시,정보없음,일요일,경기도 포천시 군내면 포천로 1501,37.8933358,127.2090727,031-532-2234,2022-11-18,
91,show,2TV생생정보,약산궁능이버섯백숙,restaurant,2TV생생정보 1613회 산양삼능이백숙 맛집,매일 09시 - 21시,정보없음,연중무휴,경기도 포천시 내촌면 금강로 3143-7,37.8410742,127.2740466,031-531-6130,2022-11-18,
92,show,2TV생생정보,한가정통어죽,restaurant,2TV생생정보 1653회 어죽 맛집,매일 11시 - 21시,정보없음,연중무휴,경기도 포천시 소흘읍 광릉수목원로 655,37.7711533,127.1639057,031-544-4930,2022-11-18,
93,show,2TV생생정보,갈비1987,restaurant,2TV생생정보 1645회 이동갈비한상 맛집,"평일 12시 - 21시, 주말 11시 - 21시",15시 - 17시,연중무휴,경기도 포천시 이동면 화동로 2065-1,38.0321415,127.3662643,031-532-3077,2022-11-18,
94,show,2TV생생정보,인천생갈비 본관,restaurant,"2TV생생정보 1631회 돼지생갈비, 소갈비탕 맛집",매일 11시 - 22시,정보없음,연중무휴,경기도 화성시 동탄역로 124 윤정프라자 201호,37.199327,127.0970177,0507-1329-1112,2022-11-18,
95,show,2TV생생정보,청해랑,restaurant,2TV생생정보 1565회 대게활어회한상 맛집,월-토 14시 - 22시 30분,정보없음,일요일,경기도 화성시 동탄지성로 12 3층,37.2049951,127.0732442,031-613-0668,2022-11-18,
96,show,2TV생생정보,경성,restaurant,2TV생생정보 1643회 훈연생선구이정식 맛집,수-월 11시 - 21시 30분,정보없음,화요일,경기도 화성시 세자로 480,37.1865121,126.9811404,0507-1397-9614,2022-11-18,
97,show,2TV생생정보,6시내고향회센타,restaurant,2TV생생정보 1635회 전어 맛집,매일 10시 - 22시,정보없음,연중무휴,경기도 화성시 송산면 사강로 178-1,37.2127114,126.7357903,031-357-5092,2022-11-18,
98,show,2TV생생정보,신영통명품생태,restaurant,2TV생생정보 1670회 생태찌개 맛집,매일 10시 - 21시,16시 - 17시,연중무휴,경기도 화성시 영통로 73-3,37.2356487,127.0605793,031-203-6333,2022-11-18,
99,show,2TV생생정보,수양식당,restaurant,2TV생생정보 1546회 회정식 맛집,매일 11시 30분 - 18시 30분,정보없음,연중무휴,경상남도 고성군 동해면 동해로 1590,35.0452988,128.444726,055-672-5485,2022-11-18,
100,show,2TV생생정보,섬낚시횟집,restaurant,2TV생생정보 1587회 갯장어 맛집,매일 10시 - 20시,정보없음,연중무휴,경상남도 고성군 삼산면 두포1길 198-15,34.9043681,128.2733659,0507-1443-1283,2022-11-18,
101,show,2TV생생정보,군령포하모자연산횟집,restaurant,2TV생생정보 1587회 갯장어 맛집,매일 12시 - 19시,정보없음,연중무휴,경상남도 고성군 삼산면 두포5길 426,34.9172326,128.2973173,055-672-2195,2022-11-18,
102,show,2TV생생정보,상동현자추어탕,restaurant,2TV생생정보 1582회 맑은추어탕 맛집,매일 10시 - 15시,정보없음,연중무휴,경상남도 밀양시 상동면 상동로 176,35.5277694,128.7816696,0507-1404-3392,2022-11-18,
103,show,2TV생생정보,일신식당,restaurant,2TV생생정보 1583회 쏘가리매운탕 맛집,매일 07시 30분 - 20시 30분,정보없음,연중무휴,경상남도 산청군 생초면 산수로 1022-1,35.4923283,127.836055,0507-1417-2175,2022-11-18,
104,show,2TV생생정보,채움식육식당,restaurant,"2TV생생정보 1606회 한우사골곰탕, 소불고기정식, 김치찌개정식, 된장찌개정식 맛집",월-토 11시 30분 - 22시,14시 30분 - 16시 30분,일요일,경상남도 양산시 물금읍 서들로 148,35.3086733,129.0094133,055-381-5292,2022-11-18,
105,show,2TV생생정보,삼오식당 창녕본점,restaurant,2TV생생정보 1572회 수구레국밥 맛집,매일 06시 - 18시,정보없음,연중무휴,경상남도 창녕군 창녕읍 창녕시장길 90,35.5410473,128.4972659,055-532-7093,2022-11-18,
106,show,2TV생생정보,강림통술 1호점,restaurant,2TV생생정보 1552회 통술요리한상차림 맛집,매일 16시 30분 - 22시,정보없음,"1, 3번째 일요일",경상남도 창원시 마산합포구 오동북15길 30 1층,35.2085908,128.577943,055-3535-3535,2022-11-18,
107,show,2TV생생정보,멍게가,restaurant,2TV생생정보 519회 멍게,수-월 11시 - 19시 30분,15시 - 16시,화요일,경상남도 통영시 동충4길 25 멍게가,34.8413645,128.4227695,055-644-7774,2022-11-18,
108,show,2TV생생정보,할매 우짜,restaurant,"2TV생생정보 1548회 우짜, 빼떼기죽 맛집",수-월 08시 - 18시,정보없음,화요일,경상남도 통영시 새터길 42-7,34.8412795,128.4194451,055-644-9867,2022-11-18,
109,show,2TV생생정보,동백식당,restaurant,"2TV생생정보 1630회 참게탕, 메기탕, 재첩회 맛집",매일 08시 - 20시,정보없음,연중무휴,경상남도 하동군 화개면 화개로 13,35.1898034,127.6230313,055-883-2439,2022-11-18,
110,show,2TV생생정보,무진정돌짜장,restaurant,"2TV생생정보 1613회 돌짜장, 통문어짬뽕 맛집","화-금 11시 - 20시, 주말 10시 30분 - 20시",정보없음,월요일,경상남도 함안군 함안면 괴산4길 6,35.2549975,128.4225296,055-584-3888,2022-11-18,
111,show,2TV생생정보,보리채,restaurant,"2TV생생정보 1545회 돼지국밥, 순대 맛집",매일 08시 - 19시,정보없음,연중무휴,경상남도 합천군 가회면 황매산로 539,35.4638583,128.00082,055-934-1919,2022-11-18,
